brain_volume,gray_matter_volume,white_matter_volume,csf_volume,mean_intensity,std_intensity,max_intensity,contrast,homogeneity,energy,area,entropy,skewness,kurtosis,total_neurons,neuron_density,occipital_lobe,hippocampus,temporal_lobe,thalamus,insular_lobe,frontal_lobe,lbp_4,lbp_9,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,name,label
9653,3585,4138,8661,74.55242919921875,83.68239348105509,254,272.13853346456693,0.461631987177455,0.3842482903834941,6712,5.459155443605074,0.5602945209014065,-1.273883693023521,6304,0.384765625,54.3764,95.4896,24.036428571428573,110.454,147.8048,69.21357142857143,0.1714477538957856,0.0469970703096315,9099.086423871637,354204.0,825238.0,80988848.0,0.5933837890625,639.0393217098439,202055011.0,0_processed_117.png,label_0
9104,2617,3972,9795,70.3994140625,88.76401333385755,254,298.1751968503937,0.5120256781726672,0.4234944636976072,5368,5.192235209271657,0.8191004558844944,-0.9696113436401288,5368,0.32763671875,51.5244,107.6704,16.550714285714285,93.8936,143.6452,45.91,0.1704711913958452,0.0480346679658181,8304.930087024295,408814.0,666739.0,67320919.0,0.54669189453125,524.2262558933098,202414400.0,0_processed_118.png,label_0
9478,3294,3505,9585,65.290283203125,79.01808496960393,253,269.48400590551176,0.4756910078693892,0.3976932164933027,5471,5.403161628463389,0.7991568194405764,-0.8931293251670698,5181,0.31622314453125,39.7496,94.4464,22.535714285714285,91.0796,130.918,59.44571428571429,0.1775512695204131,0.0476684570283405,8845.38245637175,369004.0,731386.0,76426984.0,0.578857421875,583.6039186337171,170014445.0,0_processed_119.png,label_0
9596,3566,2888,9930,59.17633056640625,72.86188540343346,248,287.84682578740166,0.4677661583020071,0.3885068329648431,5104,5.394135674025513,0.8878306579147573,-0.6740796228676458,4667,0.28485107421875,45.57,81.4336,17.26214285714286,89.0152,105.7472,60.17785714285714,0.169311523427166,0.0487060546845272,9016.019937250683,357686.0,838483.0,79502367.0,0.58843994140625,624.0996801988399,143469502.0,0_processed_12.png,label_0
9751,3553,3636,9195,68.1683349609375,79.67928869005688,253,304.4116633858267,0.4573457194293114,0.378627697594018,5894,5.52711418981659,0.7099502799191666,-1.0290494421262486,5555,0.33905029296875,50.6892,92.1356,21.26,102.2216,129.0632,61.182857142857145,0.1818847656138986,0.0485839843720346,9168.719299495551,347280.0,811861.0,82218941.0,0.59857177734375,633.6221452328114,177527433.0,0_processed_120.png,label_0
9689,3617,4130,8637,74.1561279296875,83.88128070075742,251,264.16326279527567,0.4591420595305773,0.3838477709555939,6283,5.504816601778196,0.601665941864972,-1.2077045697027078,6015,0.36712646484375,58.5828,88.2772,25.96,106.7652,148.052,68.51785714285714,0.1774902343641668,0.0451660156222432,9117.972077593526,353906.0,765109.0,81330273.0,0.59417724609375,600.6231987818857,201133244.0,0_processed_121.png,label_0
9607,3463,3812,9109,70.4815673828125,83.91341712921196,251,306.9101870078741,0.4681364987964697,0.388239590408481,5570,5.467971390103775,0.7474964061265875,-0.9947619927935314,5446,0.3323974609375,54.5632,94.5612,17.364285714285714,106.3648,139.3636,57.19357142857143,0.1750488281143158,0.0513916015593633,8959.51727963538,359120.0,754550.0,78432872.0,0.5859375,610.2845043899938,192704326.0,0_processed_122.png,label_0
9683,3540,3665,9179,67.92669677734375,80.0988940150757,253,300.18959153543307,0.461934223412749,0.3827271637074618,5613,5.499648480147052,0.7378955714865617,-0.99312698982557,5332,0.325439453125,51.5452,94.0052,20.61,101.8316,129.3024,55.059285714285714,0.1684570312397182,0.0488281249970197,9121.39267673043,353900.0,797757.0,81386667.0,0.59454345703125,631.502443666498,177333716.0,0_processed_123.png,label_0
9507,2887,3866,9631,67.050537109375,80.2669968353215,251,282.7968750000001,0.4788339314069217,0.3948984339450108,5922,5.349895180440192,0.6978265715492843,-1.1404359826603132,5618,0.3428955078125,51.3732,94.582,15.735714285714286,97.3016,123.4484,55.50785714285714,0.1630249023337997,0.0504760742156691,8817.502273020818,362198.0,804995.0,75908811.0,0.57843017578125,608.8732964256297,176677099.0,0_processed_124.png,label_0
9020,2640,3904,9840,66.2987060546875,81.81347959023405,254,264.6334891732284,0.5057063008276437,0.4282972893318508,5808,5.164313599429262,0.7409408700057103,-1.0866091396701285,5571,0.34002685546875,46.9528,101.9432,13.477142857142857,97.0072,126.454,45.02,0.1639404296774938,0.0471801757783703,8336.490953057386,431366.0,648264.0,67972100.0,0.5457763671875,526.3048999300896,179568944.0,0_processed_125.png,label_0
9597,3619,3675,9090,68.90887451171875,79.63982295770897,253,286.9751476377953,0.4583215795158785,0.3864848369726922,6098,5.458502949919484,0.668295184108635,-1.1037854049038902,5696,0.34765625,52.1812,90.6244,19.88571428571429,88.8872,149.4848,58.97071428571429,0.1760864257705025,0.0466308593721538,9180.028388412498,354240.0,824862.0,82603408.0,0.5960693359375,654.3552474579433,178932460.0,0_processed_126.png,label_0
9200,3260,3506,9618,65.86871337890625,81.31449686282016,252,265.9927411417323,0.4946742553445419,0.4157800717160158,5552,5.250311194943876,0.7983072860416188,-0.9372962991028936,5300,0.323486328125,49.6076,99.816,15.771428571428572,92.8936,129.4856,48.75857142857143,0.1658325195211283,0.0468749999971389,8564.999597623546,409638.0,700026.0,71805544.0,0.559814453125,565.0456861619808,175983579.0,0_processed_127.png,label_0
9234,2597,4168,9619,71.48321533203125,87.18710775849,254,267.8328001968504,0.4987708372066411,0.4125574979335921,5795,5.248025015418793,0.724637293206201,-1.1280680597039252,5691,0.34735107421875,51.8912,105.9876,21.994285714285716,101.9916,133.872,57.36214285714286,0.1714477538957856,0.0481567382783107,8519.389399296326,387514.0,748243.0,70861639.0,0.56024169921875,588.2414045535508,202825892.0,0_processed_128.png,label_0
9759,3504,4100,8780,72.8028564453125,83.3217388189269,253,322.36035925196853,0.4515271257674311,0.3788101278780644,5986,5.532059830049066,0.6461736537351457,-1.1475709532112617,5793,0.35357666015625,56.07,97.1536,27.527142857142856,96.0392,148.5196,68.065,0.1782226562391221,0.0501708984344378,9259.498432143128,344508.0,796687.0,84107099.0,0.60113525390625,618.1926655841514,197249100.0,0_processed_129.png,label_0
9725,3436,3781,9167,69.97674560546875,81.95236837564651,255,315.5084891732283,0.4583119601792612,0.380451535316306,5819,5.530982520286557,0.711332388201507,-1.0414086916108918,5577,0.34039306640625,51.4832,88.3576,23.8,104.2764,140.846,63.25642857142857,0.1755981445205323,0.0473022460908629,9145.327924795714,347868.0,790851.0,81828059.0,0.59698486328125,627.4384588408827,187485499.0,0_processed_13.png,label_0
